Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	UCB57_A Spectral Count	UCB57_B Spectral Count	UCB57_C Spectral Count	UCB57_D Spectral Count	UCB57_E Spectral Count	UCB57_F Spectral Count	UCB57_Neat Spectral Count	UCB57_Raw Spectral Count	UCB78_A Spectral Count	UCB78_B Spectral Count	UCB78_C Spectral Count	UCB78_D Spectral Count	UCB78_E Spectral Count	UCB78_F Spectral Count	UCB78_Neat Spectral Count	UCB78_Raw Spectral Count	UCB79_A Spectral Count	UCB79_B Spectral Count	UCB79_C Spectral Count	UCB79_D Spectral Count	UCB79_E Spectral Count	UCB79_F Spectral Count	UCB79_Neat Spectral Count	UCB79_Raw Spectral Count	UCB57_A Unique Spectral Count	UCB57_B Unique Spectral Count	UCB57_C Unique Spectral Count	UCB57_D Unique Spectral Count	UCB57_E Unique Spectral Count	UCB57_F Unique Spectral Count	UCB57_Neat Unique Spectral Count	UCB57_Raw Unique Spectral Count	UCB78_A Unique Spectral Count	UCB78_B Unique Spectral Count	UCB78_C Unique Spectral Count	UCB78_D Unique Spectral Count	UCB78_E Unique Spectral Count	UCB78_F Unique Spectral Count	UCB78_Neat Unique Spectral Count	UCB78_Raw Unique Spectral Count	UCB79_A Unique Spectral Count	UCB79_B Unique Spectral Count	UCB79_C Unique Spectral Count	UCB79_D Unique Spectral Count	UCB79_E Unique Spectral Count	UCB79_F Unique Spectral Count	UCB79_Neat Unique Spectral Count	UCB79_Raw Unique Spectral Count	UCB57_A Total Spectral Count	UCB57_B Total Spectral Count	UCB57_C Total Spectral Count	UCB57_D Total Spectral Count	UCB57_E Total Spectral Count	UCB57_F Total Spectral Count	UCB57_Neat Total Spectral Count	UCB57_Raw Total Spectral Count	UCB78_A Total Spectral Count	UCB78_B Total Spectral Count	UCB78_C Total Spectral Count	UCB78_D Total Spectral Count	UCB78_E Total Spectral Count	UCB78_F Total Spectral Count	UCB78_Neat Total Spectral Count	UCB78_Raw Total Spectral Count	UCB79_A Total Spectral Count	UCB79_B Total Spectral Count	UCB79_C Total Spectral Count	UCB79_D Total Spectral Count	UCB79_E Total Spectral Count	UCB79_F Total Spectral Count	UCB79_Neat Total Spectral Count	UCB79_Raw Total Spectral Count	UCB57_A Intensity	UCB57_B Intensity	UCB57_C Intensity	UCB57_D Intensity	UCB57_E Intensity	UCB57_F Intensity	UCB57_Neat Intensity	UCB57_Raw Intensity	UCB78_A Intensity	UCB78_B Intensity	UCB78_C Intensity	UCB78_D Intensity	UCB78_E Intensity	UCB78_F Intensity	UCB78_Neat Intensity	UCB78_Raw Intensity	UCB79_A Intensity	UCB79_B Intensity	UCB79_C Intensity	UCB79_D Intensity	UCB79_E Intensity	UCB79_F Intensity	UCB79_Neat Intensity	UCB79_Raw Intensity	UCB57_A MaxLFQ Intensity	UCB57_B MaxLFQ Intensity	UCB57_C MaxLFQ Intensity	UCB57_D MaxLFQ Intensity	UCB57_E MaxLFQ Intensity	UCB57_F MaxLFQ Intensity	UCB57_Neat MaxLFQ Intensity	UCB57_Raw MaxLFQ Intensity	UCB78_A MaxLFQ Intensity	UCB78_B MaxLFQ Intensity	UCB78_C MaxLFQ Intensity	UCB78_D MaxLFQ Intensity	UCB78_E MaxLFQ Intensity	UCB78_F MaxLFQ Intensity	UCB78_Neat MaxLFQ Intensity	UCB78_Raw MaxLFQ Intensity	UCB79_A MaxLFQ Intensity	UCB79_B MaxLFQ Intensity	UCB79_C MaxLFQ Intensity	UCB79_D MaxLFQ Intensity	UCB79_E MaxLFQ Intensity	UCB79_F MaxLFQ Intensity	UCB79_Neat MaxLFQ Intensity	UCB79_Raw MaxLFQ Intensity	Indistinguishable Proteins
sp|P80108|PHLD_HUMAN	P80108	PHLD_HUMAN	GPLD1	840	Homo sapiens OX=9606	1:Experimental evidence at protein level	Phosphatidylinositol-glycan-specific phospholipase D	1.0	0.999	12	48	48	48	0	0	0	0	0	0	11	10	5	0	0	0	0	0	4	6	2	0	1	0	0	0	3	6	0	0	0	0	0	0	11	10	5	0	0	0	0	0	4	6	2	0	1	0	0	0	3	6	0	0	0	0	0	0	11	10	5	0	0	0	0	0	4	6	2	0	1	0	0	0	3	6	0.0	0.0	0.0	0.0	0.0	0.0	1.40891568E8	6.6790576E7	8953290.0	0.0	0.0	0.0	0.0	0.0	6.9789E7	4.8758192E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.5409584E7	0.0	0.0	0.0	0.0	0.0	0.0	4.787308E7	3.492352E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0972864E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.692532E7	
sp|P80723-2|BASP1_HUMAN	P80723-2	BASP1_HUMAN	BASP1	173	Homo sapiens OX=9606		Isoform 2 of Brain acid soluble protein 1	0.76	0.9981	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4573128.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P80723|BASP1_HUMAN
sp|P80748|LV321_HUMAN	P80748	LV321_HUMAN	IGLV3-21	117	Homo sapiens OX=9606	1:Experimental evidence at protein level	Immunoglobulin lambda variable 3-21	1.0	0.999	5	139	65	147	1	0	21	0	0	0	13	17	3	0	6	0	0	0	20	17	4	0	7	0	0	0	10	20	0	0	15	0	0	0	9	10	0	0	1	0	0	0	13	5	0	0	2	0	0	0	4	6	1	0	21	0	0	0	14	18	4	0	7	0	0	0	21	18	4	0	7	0	0	0	11	21	0.0	0.0	6.2460461E8	0.0	0.0	0.0	4.88523648E8	7.360839E8	6.6004563E8	0.0	2.79962848E8	0.0	0.0	0.0	1.9625792E9	1.08719629E9	6.4643277E8	0.0	3.51243264E8	0.0	0.0	0.0	1.71503334E9	1.47900019E9	0.0	0.0	4.8299104E8	0.0	0.0	0.0	3.57466144E8	5.26228416E8	6.0169203E8	0.0	2.15372624E8	0.0	0.0	0.0	1.16653747E9	1.00847936E9	3.7033936E8	0.0	3.60332704E8	0.0	0.0	0.0	1.12133171E9	1.23991872E9	
sp|P81605|DCD_HUMAN	P81605	DCD_HUMAN	DCD	110	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dermcidin	1.0	0.999	3	16	1	16	1	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	6	0	1	0	0	0	0	0	4.1843088E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1268704E8	0.0	2.7128222E7	0.0	0.0	0.0	0.0	0.0	3.89577856E8	0.0	2.8001804E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.30566864E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19957472E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P98160|PGBM_HUMAN	P98160	PGBM_HUMAN	HSPG2	4391	Homo sapiens OX=9606	1:Experimental evidence at protein level	Basement membrane-specific heparan sulfate proteoglycan core protein	1.0	0.999	19	49	49	49	1	0	9	0	0	0	4	4	0	0	11	0	0	0	5	3	0	0	6	0	0	0	4	2	1	0	9	0	0	0	4	4	0	0	11	0	0	0	5	3	0	0	6	0	0	0	4	2	1	0	9	0	0	0	4	4	0	0	11	0	0	0	5	3	0	0	6	0	0	0	4	2	9755144.0	0.0	1.04745136E8	0.0	0.0	0.0	4.3053156E7	4.6333056E7	0.0	0.0	5.9771212E7	0.0	0.0	0.0	1.64892608E8	3.391286E7	0.0	0.0	5.209576E7	0.0	0.0	0.0	1.4815744E8	2.5654456E7	0.0	0.0	4.000828E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2426054E7	0.0	0.0	0.0	5.5172008E7	4.7558332E7	0.0	0.0	2.610603E7	0.0	0.0	0.0	3.4669952E7	0.0	
sp|Q00610-2|CLH1_HUMAN	Q00610-2	CLH1_HUMAN	CLTC	1639	Homo sapiens OX=9606		Isoform 2 of Clathrin heavy chain 1	1.0	0.999	10	15	0	15	2	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1.3347015E7	0.0	3.635596E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6490221.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9573518.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6138430.0	0.0	0.0	0.0	0.0	0.0	sp|Q00610|CLH1_HUMAN
sp|Q01650|LAT1_HUMAN	Q01650	LAT1_HUMAN	SLC7A5	507	Homo sapiens OX=9606	1:Experimental evidence at protein level	Large neutral amino acids transporter small subunit 1	1.0	0.9988	2	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2.4356764E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q02413|DSG1_HUMAN	Q02413	DSG1_HUMAN	DSG1	1049	Homo sapiens OX=9606	1:Experimental evidence at protein level	Desmoglein-1	1.0	0.999	8	10	5	10	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	3.701816E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.1298196E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5070028E7	9250843.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.2265616E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0729588E7	
sp|Q02985|FHR3_HUMAN	Q02985	FHR3_HUMAN	CFHR3	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement factor H-related protein 3	1.0	0.999	9	76	0	166	9	0	6	0	0	0	4	5	12	0	9	0	0	0	2	3	11	0	10	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	15	0	0	0	4	7	27	0	28	0	0	0	3	3	29	0	27	0	0	0	5	2	6.1181946E8	0.0	1.3965774E7	0.0	0.0	0.0	4.64859104E8	1.05907354E9	1.91775539E9	0.0	5.6620198E8	0.0	0.0	0.0	1.43661069E9	6.8001824E8	1.98588186E9	0.0	8.6278547E8	0.0	0.0	0.0	1.79236224E9	1.02542669E9	2.54106176E8	0.0	0.0	0.0	0.0	0.0	2.75782912E8	9.372457E8	1.17735962E9	0.0	3.87613152E8	0.0	0.0	0.0	0.0	5.625305E8	1.28540339E9	0.0	6.5532493E8	0.0	0.0	0.0	1.39121664E9	8.9476902E8	
sp|Q03167-2|TGBR3_HUMAN	Q03167-2	TGBR3_HUMAN	TGFBR3	850	Homo sapiens OX=9606		Isoform 2 of Transforming growth factor beta receptor type 3	0.99	0.9989	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q03167|TGBR3_HUMAN
sp|Q03591|FHR1_HUMAN	Q03591	FHR1_HUMAN	CFHR1	330	Homo sapiens OX=9606	1:Experimental evidence at protein level	Complement factor H-related protein 1	1.0	0.999	14	20	13	119	0	0	0	0	0	0	2	4	0	0	2	0	0	0	1	2	1	0	1	0	0	0	4	3	0	0	0	0	0	0	2	3	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	2	0	0	0	0	0	0	10	22	0	0	5	0	0	0	11	15	12	0	5	0	0	0	18	21	0.0	0.0	0.0	0.0	0.0	0.0	2.1746528E7	3.5629976E7	0.0	0.0	6436446.0	0.0	0.0	0.0	1.57033568E8	3.1727594E7	0.0	0.0	5191075.5	0.0	0.0	0.0	1.40740048E8	1.40459968E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6491846E7	0.0	0.0	0.0	0.0	0.0	0.0	9.3686632E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0005184E7	8.3784608E7	
sp|Q04609-3|FOLH1_HUMAN	Q04609-3	FOLH1_HUMAN	FOLH1	695	Homo sapiens OX=9606		Isoform PSMA-3 of Glutamate carboxypeptidase 2	1.0	0.9987	4	6	0	6	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	1981913.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9475336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3710071.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q04609-8|FOLH1_HUMAN, sp|Q04609|FOLH1_HUMAN
sp|Q04695|K1C17_HUMAN	Q04695	K1C17_HUMAN	KRT17	432	Homo sapiens OX=9606	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 17	1.0	0.9989	12	15	9	77	2	0	3	0	0	0	0	0	3	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	11	0	17	0	0	0	0	0	15	0	10	0	0	0	0	0	15	0	9	0	0	0	0	0	3.263531E7	0.0	4.0088188E7	0.0	0.0	0.0	0.0	0.0	4.6262696E7	0.0	2386326.0	0.0	0.0	0.0	0.0	0.0	6.7697552E7	0.0	3069212.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.450509E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7107848E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q04756|HGFA_HUMAN	Q04756	HGFA_HUMAN	HGFAC	655	Homo sapiens OX=9606	1:Experimental evidence at protein level	Hepatocyte growth factor activator	1.0	0.999	9	52	52	52	0	0	0	0	0	0	7	8	0	0	0	0	0	0	10	9	1	0	0	0	0	0	10	7	0	0	0	0	0	0	7	8	0	0	0	0	0	0	10	9	1	0	0	0	0	0	10	7	0	0	0	0	0	0	7	8	0	0	0	0	0	0	10	9	1	0	0	0	0	0	10	7	0.0	0.0	0.0	0.0	0.0	0.0	7.8684688E7	1.54570368E8	0.0	0.0	0.0	0.0	0.0	0.0	2.4104736E8	2.12069232E8	7834843.5	0.0	0.0	0.0	0.0	0.0	1.21820992E8	6.2416304E7	0.0	0.0	0.0	0.0	0.0	0.0	4.500986E7	6.8143768E7	0.0	0.0	0.0	0.0	0.0	0.0	1.07824976E8	7.7354256E7	0.0	0.0	0.0	0.0	0.0	0.0	1.01182856E8	3.753708E7	
sp|Q06033-2|ITIH3_HUMAN	Q06033-2	ITIH3_HUMAN	ITIH3	886	Homo sapiens OX=9606		Isoform 2 of Inter-alpha-trypsin inhibitor heavy chain H3	1.0	0.999	19	205	0	205	0	0	4	0	0	0	33	44	7	0	0	0	0	0	25	28	5	0	0	0	0	0	31	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	33	44	7	0	0	0	0	0	25	28	5	0	0	0	0	0	31	28	0.0	0.0	3.181243E7	0.0	0.0	0.0	1.43165427E9	2.01850061E9	2.20891072E8	0.0	0.0	0.0	0.0	0.0	2.41469952E9	1.58676301E9	1.27635712E8	0.0	0.0	0.0	0.0	0.0	2.33874432E9	1.62124966E9	0.0	0.0	1.1423633E7	0.0	0.0	0.0	3.54574496E8	5.4442016E8	6.7683032E7	0.0	0.0	0.0	0.0	0.0	6.7872365E8	4.3908576E8	3.3698928E7	0.0	0.0	0.0	0.0	0.0	6.6719085E8	4.87216352E8	sp|Q06033|ITIH3_HUMAN
sp|Q07507|DERM_HUMAN	Q07507	DERM_HUMAN	DPT	201	Homo sapiens OX=9606	1:Experimental evidence at protein level	Dermatopontin	1.0	0.999	6	60	60	60	8	0	2	0	0	0	0	0	12	0	11	0	0	0	0	0	12	0	15	0	0	0	0	0	8	0	2	0	0	0	0	0	12	0	11	0	0	0	0	0	12	0	15	0	0	0	0	0	8	0	2	0	0	0	0	0	12	0	11	0	0	0	0	0	12	0	15	0	0	0	0	0	2.18692838E9	0.0	2116900.8	0.0	0.0	0.0	0.0	0.0	2.38060288E9	0.0	6.8428832E8	0.0	0.0	0.0	0.0	0.0	2.35538304E9	0.0	7.4048608E8	0.0	0.0	0.0	0.0	0.0	1.75799885E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9786304E9	0.0	6.5483923E8	0.0	0.0	0.0	0.0	0.0	2.01433382E9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q07954|LRP1_HUMAN	Q07954	LRP1_HUMAN	LRP1	4544	Homo sapiens OX=9606	1:Experimental evidence at protein level	Prolow-density lipoprotein receptor-related protein 1	1.0	0.999	54	172	169	172	0	0	65	0	0	0	3	0	0	0	45	0	0	0	1	1	0	0	57	0	0	0	0	0	0	0	63	0	0	0	3	0	0	0	44	0	0	0	1	1	0	0	57	0	0	0	0	0	0	0	65	0	0	0	3	0	0	0	45	0	0	0	1	1	0	0	57	0	0	0	0	0	0.0	0.0	4.44907104E8	0.0	0.0	0.0	3001455.8	0.0	0.0	0.0	2.46950192E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.36967616E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1070224E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3720526E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5834008E7	0.0	0.0	0.0	0.0	0.0	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens OX=9606	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.999	18	813	813	813	78	0	184	0	0	0	45	52	58	0	109	0	0	0	30	32	57	0	103	0	0	0	40	25	78	0	184	0	0	0	45	52	58	0	109	0	0	0	30	32	57	0	103	0	0	0	40	25	78	0	184	0	0	0	45	52	58	0	109	0	0	0	30	32	57	0	103	0	0	0	40	25	2.92723241E10	0.0	5.4620692E10	0.0	0.0	0.0	2.27148902E9	2.85940378E9	1.69551401E10	0.0	4.3740152E10	0.0	0.0	0.0	2.46416205E9	2.1744279E9	1.776819E10	0.0	4.2280911E10	0.0	0.0	0.0	3.40856755E9	1.78700416E9	4.7011041E9	0.0	8.5512796E9	0.0	0.0	0.0	5.6109478E8	5.7191059E8	1.99550157E9	0.0	5.4296325E9	0.0	0.0	0.0	4.83356832E8	3.86041952E8	1.9269472E9	0.0	5.3881262E9	0.0	0.0	0.0	5.5065235E8	4.0213504E8	
sp|Q08397|LOXL1_HUMAN	Q08397	LOXL1_HUMAN	LOXL1	574	Homo sapiens OX=9606	1:Experimental evidence at protein level	Lysyl oxidase homolog 1	1.0	0.9988	2	2	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1926236E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q08554-2|DSC1_HUMAN	Q08554-2	DSC1_HUMAN	DSC1	840	Homo sapiens OX=9606		Isoform 1B of Desmocollin-1	1.0	0.999	3	8	0	8	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1.00221712E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6099956E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0034052E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q08554|DSC1_HUMAN
sp|Q09666|AHNK_HUMAN	Q09666	AHNK_HUMAN	AHNAK	5890	Homo sapiens OX=9606	1:Experimental evidence at protein level	Neuroblast differentiation-associated protein AHNAK	1.0	0.9982	5	6	6	6	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0.0	0.0	4271216.0	0.0	0.0	0.0	0.0	0.0	9305060.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7543280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q12794-2|HYAL1_HUMAN	Q12794-2	HYAL1_HUMAN	HYAL1	405	Homo sapiens OX=9606		Isoform 2 of Hyaluronidase-1	1.0	0.999	2	17	0	17	2	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	3	0	0	0	0	0	4	0	3	0	0	0	0	0	2.1081006E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.56672E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.31284E7	0.0	8340877.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.020816E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4678124E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q12794-7|HYAL1_HUMAN, sp|Q12794|HYAL1_HUMAN
sp|Q12805-2|FBLN3_HUMAN	Q12805-2	FBLN3_HUMAN	EFEMP1	485	Homo sapiens OX=9606		Isoform 2 of EGF-containing fibulin-like extracellular matrix protein 1	1.0	0.999	9	23	0	23	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	4	0	0	0	0	0	0	3	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	5	4	0	0	0	0	0	0	3	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09622208E8	0.0	0.0	0.0	0.0	0.0	0.0	1.0308504E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0630604E8	1.63641296E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3440128E7	0.0	0.0	0.0	0.0	0.0	0.0	8.4739816E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.7407512E7	5.861768E7	sp|Q12805-3|FBLN3_HUMAN, sp|Q12805-4|FBLN3_HUMAN, sp|Q12805|FBLN3_HUMAN
sp|Q12841-2|FSTL1_HUMAN	Q12841-2	FSTL1_HUMAN	FSTL1	273	Homo sapiens OX=9606		Isoform 2 of Follistatin-related protein 1	0.76	0.9982	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1127918E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|Q12841|FSTL1_HUMAN
sp|Q13103|SPP24_HUMAN	Q13103	SPP24_HUMAN	SPP2	211	Homo sapiens OX=9606	1:Experimental evidence at protein level	Secreted phosphoprotein 24	1.0	0.999	4	43	43	43	1	0	4	0	0	0	2	5	1	0	2	0	0	0	4	8	2	0	2	0	0	0	4	8	1	0	4	0	0	0	2	5	1	0	2	0	0	0	4	8	2	0	2	0	0	0	4	8	1	0	4	0	0	0	2	5	1	0	2	0	0	0	4	8	2	0	2	0	0	0	4	8	2.073991E7	0.0	1.5384694E7	0.0	0.0	0.0	3.3080138E7	3.6104084E7	5327524.0	0.0	1.1821244E7	0.0	0.0	0.0	2.02897824E8	3.355352E8	1.8092892E7	0.0	1.778394E7	0.0	0.0	0.0	1.71204736E8	3.47678528E8	0.0	0.0	4589006.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6161485.5	0.0	0.0	0.0	1.84598624E8	1.20363088E8	0.0	0.0	0.0	0.0	0.0	0.0	1.92671376E8	1.44003664E8	
